file,label,source_file,duration
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_9_chunk123.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_9.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_9_chunk124.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_9.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_9_chunk125.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_9.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_9_chunk126.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_9.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_9_chunk127.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_9.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_9_chunk128.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_9.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_9_chunk129.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_9.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk0.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk1.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk2.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk3.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk4.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk5.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk6.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk7.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk8.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk9.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk10.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk11.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk12.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk13.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk14.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk15.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk16.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk17.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk18.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk19.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk20.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk21.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk22.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk23.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk24.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk25.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk26.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk27.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk28.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk29.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk30.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk31.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk32.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk33.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk34.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk35.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk36.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk37.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk38.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk39.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk40.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk41.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk42.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk43.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk44.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk45.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk46.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk47.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk48.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk49.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk50.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk51.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk52.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk53.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk54.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk55.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk56.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk57.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk58.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk59.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk60.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk61.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk62.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk63.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk64.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk65.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk66.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk67.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk68.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk69.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk70.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk71.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk72.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk73.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk74.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk75.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk76.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk77.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk78.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk79.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk80.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk81.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk82.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk83.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk84.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk85.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk86.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk87.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk88.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk89.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk90.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk91.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk92.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk93.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk94.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk95.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk96.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk97.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk98.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk99.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk100.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk101.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk102.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk103.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk104.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk105.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk106.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk107.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk108.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk109.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk110.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk111.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk112.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk113.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk114.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk115.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk116.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk117.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk118.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk119.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk120.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk121.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk122.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk123.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk124.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk125.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk126.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk127.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk128.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_10_chunk129.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_10.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_11_chunk0.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_11.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_11_chunk1.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_11.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_11_chunk2.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_11.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_11_chunk3.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_11.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_11_chunk4.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_11.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_11_chunk5.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_11.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_11_chunk6.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_11.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_11_chunk7.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_11.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_11_chunk8.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_11.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_11_chunk9.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_11.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_11_chunk10.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_11.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_11_chunk11.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_11.wav,3.0
/content/drive/MyDrive/Underwater Audio Data/processed/Vessels/Cargo_11_chunk12.wav,Vessels,/content/drive/MyDrive/Underwater Audio Data/data/Vessels/Cargo_11.wav,3.0
